Paramètres;Wei and Hilliard Amer;Wei and Hilliard Euro;Robust Tree Americaine;Robust Tree Euro;Simple Monte-Carlo Euro;Monte-Carlo Tree Euro
"T = 1; sigma_R = 0.08; N = 50";7.4596234072334395;6.599590287322433;4.827017017520485e+29;-8.792076444575519e+48;7.013001099026901;0.0
